MESH_ID	Dict_MESH
D000138	{'D009750': 3, 'D008659': 2, 'D000137': 1, 'D000138': 0}
D000140	{'D009750': 4, 'D008659': 3, 'D000137': 2, 'D000138': 1, 'D000140': 0}
D000141	{'D009358': 3, 'D030342': 2, 'D015499': 1, 'D000141': 0, 'D009750': 4, 'D008659': 3, 'D000137': 2, 'D000138': 1, 'D000091642': 4, 'D005261': 5, 'D052776': 4, 'D014570': 3, 'D007674': 2, 'D052801': 4}
D000142	{'D009750': 4, 'D008659': 3, 'D000137': 2, 'D000138': 1, 'D000142': 0, 'D012140': 3, 'D012120': 2, 'D012131': 1}
D000151	{'D007239': 5, 'D001423': 4, 'D001424': 3, 'D016905': 2, 'D045828': 1, 'D000151': 0}
D000152	{'D017437': 3, 'D012871': 2, 'D017486': 1, 'D000152': 0, 'D012625': 1}
D000153	{'D014024': 5, 'D003238': 4, 'D006097': 3, 'D002921': 2, 'D007627': 1, 'D000153': 0, 'D017437': 3, 'D003240': 3, 'D003095': 2, 'D012871': 2, 'D017486': 1, 'D006201': 2, 'D005499': 1}
D000163	{'D007239': 3, 'D003141': 3, 'D000086982': 2, 'D015658': 1, 'D000163': 0, 'D012749': 3, 'D015229': 2, 'D007154': 3, 'D007153': 2, 'D014777': 2, 'D012327': 4, 'D012192': 3, 'D016180': 2, 'D012897': 1, 'D000091642': 5, 'D000091662': 4}
D000168	{'D009140': 4, 'D001847': 5, 'D001848': 4, 'D004413': 3, 'D013580': 2, 'D003398': 1, 'D000168': 0, 'D013576': 1, 'D009139': 3, 'D019465': 2, 'D017880': 2, 'D009358': 5, 'D000013': 4}
D000169	{'D009358': 3, 'D000013': 2, 'D012868': 1, 'D000169': 0, 'D017437': 3, 'D012871': 2, 'D003872': 1}
D000170	{'D064419': 5, 'D011041': 4, 'D000075322': 3, 'D008630': 2, 'D020262': 1, 'D000170': 0, 'D009422': 3, 'D009468': 2, 'D010523': 1, 'D020258': 3, 'D020260': 2}
D000172	{'D009140': 3, 'D001847': 2, 'D001849': 1, 'D000172': 0, 'D004700': 3, 'D010900': 2, 'D006964': 1, 'D009422': 6, 'D002493': 5, 'D001927': 4, 'D007027': 3}
D000182	{'D009369': 3, 'D010257': 2, 'D009384': 1, 'D000182': 0}
D000196	{'D007239': 5, 'D001423': 4, 'D001424': 3, 'D016908': 2, 'D000193': 1, 'D000196': 0}
D000208	{'D013568': 3, 'D010335': 2, 'D020969': 1, 'D000208': 0}
D000210	{'D013568': 3, 'D010335': 2, 'D007249': 1, 'D000210': 0}
D000219	{'D002318': 4, 'D006331': 3, 'D001145': 2, 'D006327': 1, 'D000219': 0, 'D000075224': 2, 'D013568': 4, 'D010335': 3}
D000224	{'D004700': 3, 'D000307': 2, 'D000309': 1, 'D000224': 0, 'D007154': 2, 'D001327': 1}
D000230	{'D009369': 4, 'D009370': 3, 'D009375': 2, 'D002277': 1, 'D000230': 0}
D000233	{'D013514': 2, 'D013517': 1, 'D000233': 0}
D000235	{'D009369': 3, 'D009370': 2, 'D018193': 1, 'D000235': 0}
D000236	{'D009369': 3, 'D009370': 2, 'D009375': 1, 'D000236': 0}
D000257	{'D007239': 3, 'D014777': 2, 'D004266': 1, 'D000257': 0}
D000274	{'D017437': 3, 'D012871': 2, 'D008068': 1, 'D000274': 0, 'D009750': 4, 'D008659': 3, 'D052439': 2}
D000275	{'D001523': 2, 'D000068099': 1, 'D000275': 0}
D000292	{'D007239': 2, 'D034161': 1, 'D000292': 0, 'D000091642': 4, 'D005261': 4, 'D052776': 3, 'D005831': 2, 'D000291': 1, 'D000091662': 3}
D000300	{'D012942': 4, 'D012961': 3, 'D066252': 2, 'D005190': 1, 'D000300': 0}
D000307	{'D004700': 1, 'D000307': 0}
D000308	{'D004700': 2, 'D000307': 1, 'D000308': 0}
D000309	{'D004700': 2, 'D000307': 1, 'D000309': 0}
D000310	{'D004700': 2, 'D000307': 1, 'D000310': 0, 'D004701': 1, 'D009369': 3, 'D009371': 2}
D000315	{'D013514': 2, 'D013507': 1, 'D000315': 0}
D000326	{'D009358': 4, 'D030342': 3, 'D040181': 2, 'D038901': 1, 'D000326': 0, 'D020271': 2, 'D008661': 2, 'D020739': 1, 'D020279': 1, 'D018901': 1, 'D009750': 4, 'D008659': 3, 'D001928': 2, 'D004700': 3, 'D000307': 2, 'D000309': 1, 'D009422': 3, 'D002493': 4, 'D001927': 3, 'D056784': 2, 'D003711': 2, 'D009461': 4, 'D019954': 3, 'D008607': 2}
D000334	{'D013568': 3, 'D012816': 2, 'D012817': 1, 'D000334': 0}
D000343	{'D013568': 3, 'D010335': 2, 'D011183': 1, 'D000343': 0, 'D004066': 4, 'D005767': 3, 'D007410': 2, 'D007415': 1}
D000361	{'D006425': 3, 'D006402': 2, 'D001796': 1, 'D000361': 0, 'D008206': 2, 'D008232': 1, 'D007154': 2, 'D007153': 1}
D000370	{'D013568': 5, 'D012816': 4, 'D009461': 3, 'D012678': 2, 'D013651': 1, 'D000370': 0, 'D009422': 4}
D000374	{'D001520': 3, 'D001519': 2, 'D001526': 1, 'D000374': 0, 'D012919': 1}
D000377	{'D013568': 5, 'D012816': 4, 'D009461': 3, 'D019954': 2, 'D010468': 1, 'D000377': 0, 'D001520': 3, 'D009422': 4}
D000379	{'D001523': 3, 'D001008': 2, 'D010698': 1, 'D000379': 0}
D000380	{'D006425': 4, 'D006402': 3, 'D007960': 2, 'D007970': 1, 'D000380': 0}
D000381	{'D013568': 6, 'D012816': 5, 'D009461': 4, 'D019954': 3, 'D003147': 2, 'D007806': 1, 'D000381': 0, 'D009422': 5}
D000386	{'D007239': 3, 'D003141': 3, 'D000086982': 2, 'D015658': 1, 'D000386': 0, 'D012749': 3, 'D015229': 2, 'D007154': 3, 'D007153': 2, 'D014777': 2, 'D012327': 4, 'D012192': 3, 'D016180': 2, 'D012897': 1, 'D000091642': 5, 'D000091662': 4}
D000387	{'D009140': 3, 'D001847': 2, 'D001862': 1, 'D000387': 0}
D000402	{'D012140': 3, 'D012120': 2, 'D012131': 1, 'D000402': 0}
D000417	{'D005128': 2, 'D015785': 1, 'D000417': 0, 'D009358': 3, 'D030342': 2, 'D008661': 2, 'D000592': 1, 'D012873': 1, 'D017437': 3, 'D012871': 2, 'D010859': 2, 'D017496': 1, 'D009750': 4, 'D008659': 3}
D000419	{'D013568': 4, 'D012816': 3, 'D020924': 2, 'D011507': 1, 'D000419': 0, 'D000091642': 4, 'D005261': 5, 'D052776': 4, 'D014570': 3, 'D014555': 2, 'D052801': 4}
D000430	{'D064419': 3, 'D011041': 3, 'D020258': 2, 'D020268': 1, 'D000430': 0, 'D019966': 2, 'D019973': 1, 'D020751': 2, 'D013375': 1, 'D001523': 3, 'D009422': 3}
D000437	{'D064419': 3, 'D019966': 2, 'D019973': 1, 'D000437': 0, 'D001523': 3}
D000471	{'D009750': 3, 'D008659': 2, 'D000137': 1, 'D000471': 0}
D000472	{'D009750': 4, 'D008659': 3, 'D000137': 2, 'D000471': 1, 'D000472': 0, 'D012140': 3, 'D012120': 2, 'D006985': 1}
D000474	{'D009358': 4, 'D030342': 3, 'D008661': 2, 'D000592': 1, 'D000474': 0, 'D009750': 4, 'D008659': 3}
D000505	{'D017437': 4, 'D012871': 3, 'D006201': 2, 'D007039': 1, 'D000505': 0, 'D013568': 2, 'D020763': 1}
D000506	{'D017437': 5, 'D012871': 4, 'D006201': 3, 'D007039': 2, 'D000505': 1, 'D000506': 0}
D000507	{'D017437': 3, 'D003240': 2, 'D017520': 1, 'D000507': 0, 'D012871': 2, 'D006201': 3, 'D007039': 2, 'D000505': 1, 'D012625': 1}
D000542	{'D007154': 4, 'D006967': 3, 'D006969': 2, 'D012130': 1, 'D000542': 0, 'D012140': 2, 'D008171': 2, 'D017563': 1}
D000544	{'D001523': 3, 'D019965': 2, 'D003704': 1, 'D000544': 0, 'D009422': 3, 'D002493': 3, 'D001927': 2, 'D019636': 2, 'D024801': 1}
D000550	{'D009422': 3, 'D002493': 2, 'D001927': 1, 'D000550': 0, 'D009461': 3, 'D012678': 2, 'D014786': 1, 'D005128': 2, 'D013568': 5, 'D012816': 4}
D000562	{'D007239': 3, 'D010272': 2, 'D011528': 1, 'D000562': 0}
D000564	{'D009369': 3, 'D009370': 2, 'D009808': 1, 'D000564': 0}
D000568	{'D013568': 3, 'D010335': 2, 'D008599': 1, 'D000568': 0}
D000592	{'D009358': 3, 'D030342': 2, 'D008661': 1, 'D000592': 0, 'D009750': 3, 'D008659': 2}
D000608	{'D009358': 3, 'D030342': 2, 'D015499': 1, 'D000608': 0, 'D000091642': 4, 'D005261': 5, 'D052776': 4, 'D014570': 3, 'D007674': 2, 'D052801': 4}
D000637	{'D045762': 4, 'D004798': 3, 'D014166': 2, 'D019884': 1, 'D000637': 0}
D000647	{'D013568': 5, 'D012816': 4, 'D009461': 3, 'D019954': 2, 'D008569': 1, 'D000647': 0, 'D001520': 3, 'D001523': 2, 'D019965': 1, 'D009422': 4}
D000648	{'D009422': 5, 'D009461': 4, 'D019954': 3, 'D008569': 2, 'D000647': 1, 'D000648': 0, 'D001520': 4, 'D001523': 3, 'D019965': 2, 'D013568': 6, 'D012816': 5}
D000652	{'D009358': 2, 'D007232': 1, 'D000652': 0}
D000662	{'D009930': 4, 'D000588': 3, 'D005021': 2, 'D010627': 1, 'D000662': 0}
D000671	{'D013514': 2, 'D019637': 1, 'D000671': 0}
D000673	{'D014947': 1, 'D000673': 0}
D000686	{'D009750': 3, 'D008659': 2, 'D057165': 1, 'D000686': 0}
D000690	{'D009750': 4, 'D008659': 3, 'D057165': 2, 'D057177': 1, 'D000690': 0, 'D009422': 3, 'D002493': 2, 'D013118': 1, 'D019636': 2, 'D016472': 1, 'D009468': 2}
D000707	{'D007154': 3, 'D006967': 2, 'D006969': 1, 'D000707': 0}
D000712	{'D000820': 1, 'D000712': 0, 'D007239': 3, 'D001423': 4, 'D001424': 3, 'D016905': 2, 'D000711': 1, 'D000079426': 2, 'D017282': 1}
D000724	{'D007239': 7, 'D010272': 6, 'D006373': 5, 'D009349': 4, 'D017190': 3, 'D017206': 2, 'D006725': 1, 'D000724': 0}
D000728	{'D020164': 5, 'D020228': 4, 'D045505': 3, 'D006730': 2, 'D006728': 1, 'D000728': 0}
D000740	{'D006425': 2, 'D006402': 1, 'D000740': 0}
D000741	{'D006425': 3, 'D006402': 2, 'D000740': 1, 'D000741': 0, 'D001855': 2, 'D000080983': 1}
D000743	{'D006425': 3, 'D006402': 2, 'D000740': 1, 'D000743': 0}
D000744	{'D006425': 4, 'D006402': 3, 'D000740': 2, 'D000743': 1, 'D000744': 0, 'D007154': 2, 'D001327': 1}
D000745	{'D006425': 4, 'D006402': 3, 'D000740': 2, 'D000743': 1, 'D000745': 0, 'D009358': 2, 'D030342': 1}
D000747	{'D006425': 3, 'D006402': 2, 'D000740': 1, 'D000747': 0}
D000748	{'D006425': 3, 'D006402': 2, 'D000740': 1, 'D000748': 0}
D000749	{'D006425': 4, 'D006402': 3, 'D000740': 2, 'D000748': 1, 'D000749': 0}
D000750	{'D006425': 3, 'D006402': 2, 'D000740': 1, 'D000750': 0, 'D001855': 2, 'D009196': 1}
D000751	{'D006425': 3, 'D006402': 2, 'D000740': 1, 'D000751': 0, 'D009358': 2, 'D007232': 1}
D000752	{'D006425': 5, 'D006402': 4, 'D000740': 3, 'D000748': 2, 'D000749': 1, 'D000752': 0, 'D009750': 7, 'D009748': 6, 'D044342': 5, 'D003677': 4, 'D001361': 3, 'D014804': 2, 'D014806': 1}
D000754	{'D006425': 4, 'D006402': 3, 'D000740': 2, 'D000753': 1, 'D000754': 0, 'D001855': 3, 'D009190': 2}
D000755	{'D006425': 3, 'D006402': 2, 'D000740': 3, 'D000743': 2, 'D000745': 1, 'D000755': 0, 'D006453': 1, 'D009358': 3, 'D030342': 2}
D000756	{'D006425': 3, 'D006402': 2, 'D000740': 1, 'D000756': 0, 'D001855': 2, 'D009190': 1}
D000757	{'D009358': 3, 'D000013': 2, 'D009008': 1, 'D000757': 0, 'D009421': 2, 'D009436': 1, 'D009422': 3}
D000758	{'D000760': 1, 'D000758': 0}
D000767	{'D000760': 3, 'D000758': 2, 'D000765': 1, 'D000767': 0}
D000768	{'D000760': 2, 'D000758': 1, 'D000768': 0}
D000775	{'D000760': 3, 'D000758': 2, 'D000765': 1, 'D000775': 0}
D000779	{'D020164': 5, 'D020228': 4, 'D045505': 3, 'D002492': 2, 'D000777': 1, 'D000779': 0, 'D018373': 2, 'D018689': 1, 'D045506': 4, 'D002491': 3}
D000783	{'D002318': 2, 'D014652': 1, 'D000783': 0}
D000784	{'D002318': 4, 'D014652': 3, 'D000783': 2, 'D000094665': 1, 'D000784': 0, 'D001018': 2, 'D000094683': 1}
D000785	{'D002318': 3, 'D014652': 2, 'D000783': 1, 'D000785': 0, 'D007239': 1}
D000786	{'D001520': 2, 'D004644': 1, 'D000786': 0}
D000787	{'D002318': 3, 'D006331': 2, 'D017202': 1, 'D000787': 0, 'D014652': 2, 'D013568': 5, 'D012816': 4, 'D009461': 3, 'D010146': 2, 'D002637': 1}
D000788	{'D002318': 5, 'D006331': 4, 'D017202': 3, 'D000787': 2, 'D000789': 1, 'D000788': 0, 'D014652': 4, 'D013568': 7, 'D012816': 6, 'D009461': 5, 'D010146': 4, 'D002637': 3}
D000789	{'D002318': 4, 'D006331': 3, 'D017202': 2, 'D000787': 1, 'D000789': 0, 'D014652': 3, 'D013568': 6, 'D012816': 5, 'D009461': 4, 'D010146': 3, 'D002637': 2}
D000794	{'D009369': 3, 'D009370': 2, 'D009383': 1, 'D000794': 0}
D000795	{'D002318': 4, 'D014652': 3, 'D002561': 2, 'D059345': 1, 'D000795': 0, 'D009358': 3, 'D030342': 2, 'D040181': 1, 'D008661': 4, 'D020739': 3, 'D020140': 2, 'D013106': 1, 'D008052': 3, 'D008064': 2, 'D016464': 3, 'D009750': 6, 'D008659': 5, 'D001928': 4, 'D009422': 5, 'D002493': 4, 'D001927': 3, 'D052439': 4}
D000796	{'D006425': 4, 'D006402': 3, 'D007960': 2, 'D004802': 1, 'D000796': 0, 'D008206': 3, 'D008232': 2, 'D006099': 1, 'D017437': 2, 'D012871': 1}
D000799	{'D002318': 2, 'D014652': 1, 'D000799': 0, 'D017437': 4, 'D012871': 3, 'D017445': 2, 'D014581': 1, 'D007154': 4, 'D006967': 3, 'D006969': 2}
D000803	{'D006730': 4, 'D006728': 3, 'D036361': 2, 'D000809': 1, 'D000803': 0, 'D000602': 4, 'D010455': 3, 'D009479': 2, 'D009842': 2, 'D011506': 4, 'D009419': 3, 'D001685': 4, 'D018836': 3, 'D012898': 2}
D000839	{'D005128': 2, 'D012030': 1, 'D000839': 0}
D000844	{'D009140': 2, 'D007592': 1, 'D000844': 0}
D000848	{'D009358': 4, 'D000013': 3, 'D018640': 2, 'D014071': 1, 'D000848': 0, 'D009057': 3, 'D014076': 2}
D000853	{'D005128': 2, 'D005124': 1, 'D000853': 0, 'D009358': 3, 'D000013': 2}
D000856	{'D001523': 2, 'D001068': 1, 'D000856': 0}
D000857	{'D013568': 4, 'D012816': 3, 'D009461': 2, 'D012678': 1, 'D000857': 0, 'D009422': 3}
D000860	{'D013568': 3, 'D012816': 2, 'D012818': 1, 'D000860': 0}
D000881	{'D007239': 5, 'D001423': 4, 'D001424': 3, 'D016908': 2, 'D016863': 1, 'D000881': 0}
D000987	{'D001523': 2, 'D010554': 1, 'D000987': 0}
D001002	{'D000091642': 3, 'D005261': 4, 'D052776': 3, 'D014570': 2, 'D007674': 1, 'D001002': 0, 'D014555': 1, 'D052801': 3}
D001005	{'D009369': 7, 'D009371': 6, 'D004067': 5, 'D005770': 4, 'D007414': 3, 'D015179': 2, 'D012004': 1, 'D001005': 0, 'D004066': 5, 'D005767': 4, 'D007410': 3, 'D012002': 2, 'D001004': 1}
D001006	{'D009358': 3, 'D000013': 2, 'D004065': 1, 'D001006': 0, 'D004066': 2}
D001008	{'D001523': 1, 'D001008': 0}
D001014	{'D002318': 3, 'D014652': 2, 'D000783': 1, 'D001014': 0, 'D001018': 1}
D001017	{'D002318': 3, 'D018376': 2, 'D006330': 1, 'D001017': 0, 'D006331': 2, 'D009358': 4, 'D000013': 3}
D001018	{'D002318': 2, 'D014652': 1, 'D001018': 0}
D001019	{'D002318': 4, 'D014652': 3, 'D000783': 2, 'D017542': 1, 'D001019': 0, 'D001014': 1, 'D001018': 2, 'D014947': 2, 'D012421': 1}
D001020	{'D002318': 4, 'D006331': 3, 'D006349': 3, 'D000082862': 2, 'D001024': 1, 'D001020': 0, 'D014694': 2}
D001022	{'D002318': 4, 'D006331': 3, 'D006349': 2, 'D000082862': 1, 'D001022': 0}
D001023	{'D002318': 4, 'D006331': 3, 'D006349': 2, 'D000082862': 1, 'D001023': 0, 'D016127': 1}
D001024	{'D002318': 3, 'D006331': 2, 'D006349': 2, 'D000082862': 1, 'D001024': 0, 'D014694': 1}
D001025	{'D002318': 3, 'D014652': 2, 'D001018': 1, 'D001025': 0, 'D014657': 1}
D001028	{'D002318': 4, 'D018376': 3, 'D006330': 2, 'D006343': 1, 'D001028': 0, 'D006331': 3, 'D009358': 5, 'D000013': 4}
D001034	{'D003933': 3, 'D019937': 2, 'D010808': 1, 'D001034': 0}
D001035	{'D005128': 2, 'D007905': 1, 'D001035': 0}
D001037	{'D009422': 6, 'D009461': 5, 'D019954': 4, 'D003147': 3, 'D007806': 2, 'D013064': 1, 'D001037': 0, 'D013568': 7, 'D012816': 6}
D001044	{'D010038': 3, 'D007818': 2, 'D014832': 1, 'D001044': 0, 'D013568': 4, 'D012816': 3, 'D009461': 2, 'D012140': 3, 'D009422': 3}
D001049	{'D013568': 3, 'D012816': 2, 'D012818': 1, 'D001049': 0, 'D012140': 2, 'D012120': 1}
D001062	{'D013514': 2, 'D013505': 1, 'D001062': 0}
D001063	{'D009369': 6, 'D009371': 5, 'D004067': 4, 'D005770': 3, 'D007414': 2, 'D002430': 1, 'D001063': 0, 'D004066': 5, 'D005767': 4, 'D007410': 3, 'D002429': 2}
D001064	{'D007239': 2, 'D059413': 1, 'D001064': 0, 'D004066': 3, 'D005767': 2, 'D005759': 1, 'D007410': 2, 'D002429': 1}
D001068	{'D001523': 1, 'D001068': 0}
D001072	{'D013568': 5, 'D012816': 4, 'D009461': 3, 'D019954': 2, 'D011596': 1, 'D001072': 0, 'D001520': 3, 'D009422': 4}
D001079	{'D009369': 4, 'D009370': 3, 'D009373': 3, 'D017599': 2, 'D018358': 1, 'D001079': 0, 'D009375': 2, 'D000236': 1, 'D009380': 3}
D001100	{'D009422': 3, 'D000090862': 2, 'D008581': 1, 'D001100': 0}
D001129	{'D017437': 3, 'D012871': 2, 'D010859': 1, 'D001129': 0, 'D064419': 3, 'D011041': 2, 'D000075322': 1}
D001139	{'D009358': 4, 'D000013': 3, 'D009421': 2, 'D009436': 1, 'D001139': 0, 'D009422': 3}
D001145	{'D002318': 2, 'D006331': 1, 'D001145': 0, 'D013568': 2, 'D010335': 1}
D001146	{'D002318': 3, 'D006331': 2, 'D001145': 1, 'D001146': 0, 'D013568': 3, 'D010335': 2}
D001157	{'D002318': 2, 'D014652': 1, 'D001157': 0}
D001161	{'D002318': 3, 'D014652': 2, 'D001157': 1, 'D001161': 0}
D001164	{'D002318': 3, 'D018376': 3, 'D054079': 2, 'D001165': 1, 'D001164': 0, 'D016157': 1, 'D014652': 2, 'D009358': 5, 'D000013': 4, 'D013568': 4, 'D020763': 3, 'D005402': 2}
D001165	{'D002318': 2, 'D018376': 2, 'D054079': 1, 'D001165': 0, 'D014652': 1, 'D009358': 4, 'D000013': 3}
D001167	{'D002318': 3, 'D014652': 2, 'D014657': 1, 'D001167': 0}
D001168	{'D009140': 2, 'D007592': 1, 'D001168': 0}
D001170	{'D009140': 3, 'D007592': 2, 'D001168': 1, 'D001170': 0, 'D007239': 1}
D001171	{'D009140': 2, 'D007592': 2, 'D001168': 1, 'D001171': 0, 'D012216': 1, 'D017437': 3, 'D003240': 2, 'D007154': 2, 'D001327': 1}
D001172	{'D009140': 2, 'D007592': 2, 'D001168': 1, 'D001172': 0, 'D012216': 1, 'D017437': 3, 'D003240': 2, 'D007154': 2, 'D001327': 1}
D001174	{'D013514': 2, 'D019637': 1, 'D001174': 0}
D001177	{'D009140': 2, 'D007592': 1, 'D001177': 0}
D001178	{'D013514': 2, 'D019651': 1, 'D001178': 0, 'D019637': 1}
D001195	{'D009784': 2, 'D011009': 1, 'D001195': 0, 'D012140': 4, 'D008171': 3, 'D017563': 2, 'D055370': 2}
D001196	{'D007239': 6, 'D010272': 5, 'D006373': 4, 'D009349': 3, 'D017190': 2, 'D017191': 1, 'D001196': 0}
D001201	{'D013568': 2, 'D010335': 1, 'D001201': 0}
D001228	{'D007239': 3, 'D001423': 2, 'D009181': 1, 'D001228': 0}
D001229	{'D007154': 4, 'D006967': 3, 'D006969': 2, 'D012130': 1, 'D001229': 0, 'D007239': 3, 'D001423': 4, 'D009181': 3, 'D001228': 2, 'D055732': 1, 'D008172': 1, 'D012141': 2, 'D012140': 2, 'D008171': 3}
D001237	{'D013568': 3, 'D010335': 2, 'D003643': 1, 'D001237': 0, 'D014947': 1}
D001238	{'D009358': 2, 'D007232': 1, 'D001238': 0}
D001247	{'D013568': 2, 'D012816': 1, 'D001247': 0}
D001248	{'D005128': 1, 'D001248': 0}
D001249	{'D007154': 4, 'D006967': 3, 'D006969': 2, 'D012130': 1, 'D001249': 0, 'D012140': 2, 'D001982': 1, 'D008171': 2, 'D008173': 1}
D001251	{'D005128': 2, 'D012030': 1, 'D001251': 0}
D001254	{'D009369': 5, 'D009370': 4, 'D009373': 4, 'D017599': 3, 'D018302': 2, 'D005910': 1, 'D001254': 0, 'D009375': 3, 'D009380': 4}
D001259	{'D013568': 4, 'D012816': 3, 'D009461': 2, 'D020820': 1, 'D001259': 0, 'D009422': 3}
D001260	{'D002318': 3, 'D014652': 2, 'D013684': 1, 'D001260': 0, 'D009358': 2, 'D030342': 1, 'D000081207': 1, 'D009750': 3, 'D008659': 2, 'D049914': 1, 'D007154': 3, 'D007153': 2, 'D009422': 2, 'D002493': 5, 'D001927': 4, 'D002526': 3, 'D002524': 2, 'D020754': 1, 'D020752': 1, 'D009461': 5, 'D020820': 4, 'D001259': 3}
D001261	{'D012140': 2, 'D008171': 1, 'D001261': 0}
D001264	{'D013568': 4, 'D012816': 3, 'D009461': 2, 'D020820': 1, 'D001264': 0, 'D009422': 3}
D001265	{'D014947': 1, 'D001265': 0}
D001281	{'D002318': 3, 'D006331': 2, 'D001145': 1, 'D001281': 0, 'D013568': 3, 'D010335': 2}
D001282	{'D002318': 3, 'D006331': 2, 'D001145': 1, 'D001282': 0, 'D013568': 3, 'D010335': 2}
D001284	{'D013568': 2, 'D020763': 1, 'D001284': 0}
D001289	{'D001523': 3, 'D065886': 2, 'D019958': 1, 'D001289': 0}
D001321	{'D001523': 4, 'D065886': 3, 'D002659': 2, 'D000067877': 1, 'D001321': 0}
D001327	{'D007154': 1, 'D001327': 0}
D001332	{'D011579': 4, 'D008606': 3, 'D007858': 2, 'D003213': 1, 'D001332': 0}
D001361	{'D009750': 4, 'D009748': 3, 'D044342': 2, 'D003677': 1, 'D001361': 0}
D001404	{'D000820': 3, 'D010273': 2, 'D011529': 1, 'D001404': 0, 'D007239': 3, 'D010272': 2, 'D011528': 1, 'D000079426': 2, 'D017282': 1}
D001416	{'D013568': 4, 'D012816': 3, 'D009461': 2, 'D010146': 1, 'D001416': 0}
D001424	{'D007239': 2, 'D001423': 1, 'D001424': 0}
D001437	{'D007239': 2, 'D014552': 1, 'D001437': 0, 'D000091642': 3, 'D005261': 4, 'D052776': 3, 'D014570': 2, 'D052801': 3}
D001442	{'D007239': 5, 'D001423': 4, 'D001424': 3, 'D016905': 2, 'D016866': 1, 'D001442': 0}
D001446	{'D000091642': 4, 'D000091662': 3, 'D005832': 2, 'D010409': 1, 'D001446': 0, 'D052801': 3}
D001447	{'D007239': 3, 'D010272': 2, 'D007411': 1, 'D001447': 0, 'D011528': 2, 'D016770': 1, 'D004066': 4, 'D005767': 3, 'D007410': 2}
D001463	{'D006571': 4, 'D006573': 3, 'D011743': 2, 'D011744': 1, 'D001463': 0}
D001469	{'D014947': 1, 'D001469': 0}
D001471	{'D009369': 2, 'D011230': 1, 'D001471': 0, 'D004066': 3, 'D005767': 2, 'D004935': 1}
D001474	{'D007239': 5, 'D001423': 4, 'D001424': 3, 'D016905': 2, 'D001476': 1, 'D001474': 0}
D001477	{'D004700': 4, 'D000307': 3, 'D000308': 2, 'D006929': 1, 'D001477': 0, 'D000091642': 4, 'D005261': 5, 'D052776': 4, 'D014570': 3, 'D007674': 2, 'D015499': 1, 'D052801': 4}
D001478	{'D009369': 2, 'D003560': 4, 'D001845': 3, 'D007570': 2, 'D009807': 1, 'D001478': 0, 'D009057': 4, 'D007571': 3, 'D009140': 3, 'D001847': 2, 'D001848': 1, 'D009358': 3, 'D000013': 2, 'D000015': 1, 'D030342': 2, 'D009386': 1, 'D009370': 4, 'D009375': 3, 'D002277': 2, 'D002280': 1, 'D018295': 2}
D001480	{'D009422': 3, 'D002493': 2, 'D001927': 1, 'D001480': 0}
D001506	{'D009358': 3, 'D000013': 2, 'D000015': 1, 'D001506': 0, 'D025063': 1, 'D030342': 2}
D001523	{'D001523': 0}
D001528	{'D005128': 5, 'D014603': 4, 'D014605': 3, 'D015864': 2, 'D014606': 1, 'D001528': 0, 'D002318': 3, 'D014652': 2, 'D014657': 1, 'D009358': 3, 'D030342': 2, 'D056660': 1, 'D017437': 3, 'D012871': 2, 'D012873': 2, 'D017445': 1, 'D009057': 2, 'D009059': 1}
D001601	{'D001520': 2, 'D004644': 1, 'D001601': 0}
D001607	{'D009784': 2, 'D011009': 1, 'D001607': 0, 'D012140': 4, 'D008171': 3, 'D017563': 2, 'D055370': 2}
D001630	{'D014947': 2, 'D005547': 1, 'D001630': 0}
D001650	{'D009369': 4, 'D009371': 3, 'D004067': 2, 'D001661': 1, 'D001650': 0, 'D004066': 3, 'D001660': 2, 'D001649': 1}
D001657	{'D004066': 4, 'D001660': 3, 'D001649': 2, 'D003137': 1, 'D001657': 0}
D001658	{'D013568': 4, 'D020763': 3, 'D005402': 2, 'D016154': 1, 'D001658': 0, 'D004066': 2}
D001660	{'D004066': 1, 'D001660': 0}
D001661	{'D009369': 3, 'D009371': 2, 'D004067': 1, 'D001661': 0, 'D004066': 2, 'D001660': 1}
D001663	{'D006571': 5, 'D006573': 5, 'D001393': 4, 'D011758': 3, 'D045725': 2, 'D001654': 1, 'D001663': 0, 'D000072471': 4, 'D006576': 3, 'D011083': 4, 'D047028': 3, 'D001685': 3, 'D010860': 2}
D001706	{'D003933': 3, 'D019937': 2, 'D019411': 2, 'D003584': 2, 'D003581': 1, 'D001706': 0, 'D013048': 1, 'D003949': 1, 'D013514': 1, 'D008919': 3}
D001714	{'D001523': 3, 'D019964': 2, 'D000068105': 1, 'D001714': 0}
D001727	{'D001520': 4, 'D001519': 3, 'D012725': 2, 'D019529': 1, 'D001727': 0, 'D012101': 3, 'D055703': 2}
D001733	{'D064419': 2, 'D011041': 1, 'D001733': 0, 'D014947': 1}
D001734	{'D014947': 2, 'D001733': 1, 'D001734': 0}
D001744	{'D013568': 4, 'D020763': 3, 'D002137': 2, 'D014545': 1, 'D001744': 0, 'D000091642': 3, 'D005261': 4, 'D052776': 3, 'D014570': 2, 'D001745': 1, 'D052878': 2, 'D052801': 3}
D001747	{'D013568': 4, 'D020763': 3, 'D005402': 2, 'D014548': 1, 'D001747': 0, 'D000091642': 3, 'D005261': 4, 'D052776': 3, 'D014564': 2, 'D014570': 2, 'D001745': 1, 'D052801': 3}
