MESH_ID	Dict_MESH
D009894	{'D007239': 1, 'D009894': 0}
D009896	{'D005128': 2, 'D009901': 1, 'D009896': 0, 'D009422': 3, 'D003389': 2}
D009901	{'D005128': 1, 'D009901': 0, 'D009422': 2, 'D003389': 1}
D009902	{'D005128': 2, 'D009901': 1, 'D009902': 0, 'D009422': 3, 'D003389': 2}
D009914	{'D009057': 2, 'D009059': 1, 'D009914': 0}
D009916	{'D005128': 1, 'D009916': 0}
D009918	{'D005128': 2, 'D005134': 1, 'D009918': 0, 'D009916': 1, 'D009140': 4, 'D001847': 3, 'D001859': 2, 'D012888': 1, 'D009369': 3, 'D009371': 2}
D009919	{'D013514': 3, 'D013507': 2, 'D002369': 1, 'D009919': 0, 'D013519': 2, 'D013520': 2, 'D013521': 1}
D009920	{'D004700': 3, 'D006058': 2, 'D013733': 1, 'D009920': 0, 'D000091642': 4, 'D000091662': 3, 'D005832': 2, 'D052801': 3}
D009956	{'D007239': 6, 'D001423': 5, 'D001424': 4, 'D016905': 3, 'D002694': 2, 'D023521': 1, 'D009956': 0}
D009957	{'D013568': 4, 'D020763': 3, 'D005402': 2, 'D016155': 1, 'D009957': 0, 'D009057': 3, 'D009059': 2}
D009959	{'D010038': 3, 'D010039': 2, 'D010610': 1, 'D009959': 0, 'D010608': 2, 'D009369': 5, 'D009371': 4, 'D006258': 3, 'D009057': 3}
D010000	{'D009140': 2, 'D001847': 1, 'D010000': 0}
D010001	{'D009140': 2, 'D001847': 1, 'D010001': 0}
D010002	{'D009140': 3, 'D001847': 2, 'D001849': 1, 'D010002': 0}
D010003	{'D009140': 2, 'D007592': 2, 'D001168': 1, 'D010003': 0, 'D012216': 1}
D010004	{'D009140': 2, 'D001847': 1, 'D010004': 0, 'D007592': 1, 'D009358': 2, 'D030342': 1}
D010005	{'D009140': 2, 'D001847': 1, 'D010005': 0, 'D007592': 1}
D010007	{'D009140': 2, 'D001847': 1, 'D010007': 0, 'D002357': 1, 'D017437': 3, 'D003240': 2}
D010009	{'D009140': 3, 'D001847': 2, 'D001848': 1, 'D010009': 0, 'D009358': 2, 'D030342': 1}
D010013	{'D009140': 4, 'D001847': 3, 'D001848': 2, 'D010009': 1, 'D010013': 0, 'D009358': 2, 'D030342': 1, 'D017437': 3, 'D003240': 2, 'D003095': 1}
D010014	{'D009140': 3, 'D001847': 2, 'D001862': 1, 'D010014': 0, 'D055687': 4, 'D009142': 3, 'D016723': 2}
D010015	{'D009140': 3, 'D001847': 2, 'D001848': 1, 'D010015': 0, 'D001862': 2, 'D010014': 1}
D010016	{'D009369': 5, 'D009370': 4, 'D018204': 3, 'D009372': 2, 'D018213': 1, 'D010016': 0}
D010018	{'D009140': 4, 'D001847': 3, 'D001851': 2, 'D012279': 1, 'D010018': 0, 'D009750': 4, 'D008659': 3, 'D002128': 2, 'D009748': 6, 'D044342': 5, 'D003677': 4, 'D001361': 3, 'D014808': 2}
D010019	{'D009140': 3, 'D001847': 2, 'D001850': 1, 'D010019': 0, 'D007239': 2}
D010020	{'D009140': 2, 'D001847': 1, 'D010020': 0, 'D013568': 3, 'D010335': 2, 'D009336': 1}
D010022	{'D009140': 5, 'D001847': 4, 'D001848': 3, 'D010009': 2, 'D010026': 1, 'D010022': 0}
D010023	{'D009140': 5, 'D001847': 4, 'D001848': 3, 'D010009': 2, 'D010026': 1, 'D010023': 0, 'D017437': 2, 'D003240': 1}
D010024	{'D009140': 3, 'D001847': 2, 'D001851': 1, 'D010024': 0, 'D009750': 3, 'D008659': 2}
D010025	{'D014947': 2, 'D011832': 1, 'D010025': 0, 'D055585': 4, 'D011827': 3, 'D000069079': 2}
D010026	{'D009140': 4, 'D001847': 3, 'D001848': 2, 'D010009': 1, 'D010026': 0}
D010027	{'D013514': 2, 'D019637': 1, 'D010027': 0}
D010031	{'D010038': 2, 'D004427': 1, 'D010031': 0}
D010032	{'D010038': 3, 'D004427': 2, 'D010031': 1, 'D010032': 0}
D010033	{'D010038': 3, 'D004427': 2, 'D010031': 1, 'D010033': 0}
D010034	{'D010038': 4, 'D004427': 3, 'D010031': 2, 'D010033': 1, 'D010034': 0}
D010040	{'D010038': 2, 'D004427': 1, 'D010040': 0}
D010048	{'D009369': 2, 'D003560': 1, 'D010048': 0, 'D004700': 3, 'D006058': 2, 'D010049': 1, 'D000091642': 5, 'D005261': 5, 'D052776': 4, 'D005831': 3, 'D000291': 2, 'D000091662': 4}
D010049	{'D004700': 2, 'D006058': 1, 'D010049': 0, 'D000091642': 4, 'D005261': 4, 'D052776': 3, 'D005831': 2, 'D000291': 1, 'D000091662': 3}
D010051	{'D004700': 2, 'D004701': 1, 'D010051': 0, 'D006058': 2, 'D010049': 1, 'D009369': 3, 'D009371': 2, 'D000091642': 3, 'D005261': 4, 'D052776': 3, 'D005831': 3, 'D000291': 2, 'D014565': 2, 'D005833': 1, 'D000091662': 4}
D010052	{'D013514': 3, 'D013507': 2, 'D002369': 1, 'D010052': 0, 'D013519': 2, 'D013509': 1}
D010062	{'D013812': 3, 'D012099': 2, 'D027724': 1, 'D010062': 0, 'D008919': 3}
D010092	{'D003933': 4, 'D019937': 3, 'D019411': 4, 'D019963': 3, 'D001774': 2, 'D001784': 1, 'D010092': 0, 'D003935': 2, 'D006334': 1, 'D003948': 3, 'D012129': 2, 'D008919': 5}
D010101	{'D055754': 1, 'D010101': 0}
D010102	{'D013812': 2, 'D012138': 1, 'D010102': 0}
D010145	{'D009369': 4, 'D009370': 3, 'D009375': 2, 'D002277': 2, 'D000230': 1, 'D010145': 0, 'D018299': 1}
D010146	{'D013568': 3, 'D012816': 2, 'D009461': 1, 'D010146': 0, 'D011579': 3, 'D011603': 2, 'D012677': 1, 'D055687': 3, 'D009424': 2}
D010149	{'D013568': 3, 'D010335': 2, 'D011183': 1, 'D010149': 0, 'D012816': 3, 'D009461': 2, 'D010146': 1}
D010166	{'D013812': 2, 'D005791': 1, 'D010166': 0, 'D005159': 3, 'D006296': 2}
D010167	{'D013568': 3, 'D012816': 2, 'D012877': 1, 'D010167': 0}
D010178	{'D009369': 5, 'D009371': 4, 'D013899': 3, 'D012142': 2, 'D008175': 1, 'D010178': 0, 'D012140': 3, 'D008171': 2}
D010180	{'D013514': 2, 'D013505': 1, 'D010180': 0}
D010181	{'D009369': 2, 'D003560': 1, 'D010181': 0, 'D004066': 2, 'D010182': 1}
D010182	{'D004066': 1, 'D010182': 0}
D010185	{'D013568': 4, 'D020763': 3, 'D005402': 2, 'D016154': 1, 'D010185': 0, 'D004066': 2, 'D010182': 1}
D010186	{'D003933': 3, 'D019937': 2, 'D003938': 1, 'D010186': 0}
D010188	{'D004066': 2, 'D010182': 1, 'D010188': 0}
D010190	{'D004700': 2, 'D004701': 1, 'D010190': 0, 'D009369': 3, 'D009371': 2, 'D004067': 1, 'D004066': 2, 'D010182': 1}
D010192	{'D009369': 3, 'D003560': 2, 'D010181': 1, 'D010192': 0, 'D004066': 3, 'D010182': 2}
D010195	{'D004066': 2, 'D010182': 1, 'D010195': 0}
D010198	{'D006425': 2, 'D006402': 1, 'D010198': 0}
D010200	{'D001520': 3, 'D004644': 2, 'D005239': 1, 'D010200': 0}
D010201	{'D017437': 3, 'D003240': 2, 'D015434': 1, 'D010201': 0, 'D012871': 2}
D010202	{'D005128': 4, 'D015817': 3, 'D015818': 2, 'D015829': 1, 'D010202': 0, 'D015821': 2, 'D014603': 3, 'D014605': 2, 'D007239': 4, 'D001423': 4, 'D001424': 3, 'D009181': 3}
D010211	{'D005128': 2, 'D009901': 1, 'D010211': 0, 'D009422': 3, 'D003389': 2}
D010212	{'D009369': 4, 'D009370': 3, 'D009375': 2, 'D018307': 1, 'D010212': 0}
D010217	{'D007239': 3, 'D000079426': 2, 'D001102': 1, 'D010217': 0, 'D014777': 2, 'D012327': 2, 'D002044': 1}
D010229	{'D007239': 3, 'D001423': 2, 'D009181': 1, 'D010229': 0}
D010235	{'D009369': 5, 'D009370': 4, 'D009373': 3, 'D017599': 2, 'D018358': 1, 'D010235': 0, 'D009380': 3}
D010236	{'D009369': 6, 'D009370': 5, 'D009373': 4, 'D017599': 3, 'D018358': 2, 'D010235': 1, 'D010236': 0, 'D009380': 4}
D010237	{'D007239': 4, 'D010272': 3, 'D006373': 2, 'D014201': 1, 'D010237': 0}
D010241	{'D017437': 3, 'D012871': 2, 'D007642': 1, 'D010241': 0}
D010243	{'D013568': 3, 'D012816': 2, 'D009461': 1, 'D010243': 0, 'D009422': 2}
D010244	{'D009422': 3, 'D019636': 2, 'D016472': 1, 'D010244': 0, 'D009468': 2}
D010245	{'D009422': 3, 'D009468': 2, 'D009135': 1, 'D010245': 0, 'D009140': 2, 'D009358': 4, 'D030342': 3, 'D008661': 2, 'D008664': 1, 'D009750': 4, 'D008659': 3}
D010249	{'D000091642': 5, 'D005261': 5, 'D052776': 4, 'D005831': 3, 'D000291': 2, 'D000292': 1, 'D010249': 0, 'D000091662': 4}
D010254	{'D010038': 2, 'D009668': 1, 'D010254': 0, 'D012140': 2}
D010255	{'D010038': 3, 'D009668': 2, 'D009669': 1, 'D010255': 0, 'D010254': 1, 'D010039': 2, 'D009369': 5, 'D009371': 4, 'D006258': 3, 'D012140': 3, 'D012142': 2}
D010257	{'D009369': 1, 'D010257': 0}
D010259	{'D001523': 2, 'D019967': 1, 'D010259': 0}
D010260	{'D001523': 2, 'D010554': 1, 'D010260': 0}
D010262	{'D001523': 1, 'D010262': 0}
D010264	{'D013568': 4, 'D012816': 3, 'D009461': 2, 'D010243': 1, 'D010264': 0, 'D009422': 3}
D010265	{'D006425': 3, 'D006402': 2, 'D001796': 1, 'D010265': 0, 'D007154': 2, 'D007160': 1}
D010267	{'D017437': 3, 'D012871': 2, 'D017444': 1, 'D010267': 0}
D010279	{'D004700': 1, 'D010279': 0}
D010282	{'D004700': 2, 'D004701': 1, 'D010282': 0, 'D010279': 1, 'D009369': 3, 'D009371': 2, 'D006258': 1}
D010284	{'D007239': 6, 'D001423': 5, 'D001424': 4, 'D016905': 3, 'D004756': 2, 'D012480': 1, 'D010284': 0}
D010288	{'D013812': 2, 'D005248': 1, 'D010288': 0, 'D044623': 2, 'D018529': 1}
D010291	{'D013568': 3, 'D012816': 2, 'D009461': 1, 'D010291': 0, 'D009422': 2}
D010292	{'D013568': 5, 'D012816': 4, 'D009461': 3, 'D012678': 2, 'D020886': 1, 'D010292': 0, 'D009422': 4}
D010298	{'D012101': 2, 'D055703': 1, 'D010298': 0, 'D012098': 2, 'D011247': 1, 'D004778': 4, 'D011634': 3, 'D015981': 2, 'D017584': 1}
D010300	{'D009422': 3, 'D002493': 3, 'D001927': 3, 'D001480': 2, 'D020734': 1, 'D010300': 0, 'D009069': 2, 'D019636': 2, 'D000080874': 1}
D010304	{'D017437': 3, 'D012871': 2, 'D009260': 1, 'D010304': 0, 'D012874': 1, 'D007239': 2}
D010309	{'D009057': 4, 'D009059': 3, 'D012466': 2, 'D010305': 1, 'D010309': 0, 'D012793': 1}
D010310	{'D009369': 2, 'D003560': 1, 'D010310': 0, 'D013568': 3, 'D020763': 2}
D010322	{'D007239': 3, 'D014777': 2, 'D004266': 1, 'D010322': 0}
D010326	{'D007239': 5, 'D001423': 4, 'D001424': 3, 'D016905': 2, 'D016871': 1, 'D010326': 0}
D010349	{'D001520': 5, 'D001290': 4, 'D001294': 3, 'D000074822': 2, 'D010342': 1, 'D010349': 0, 'D001519': 4, 'D015438': 3, 'D017530': 5, 'D003695': 4}
D010373	{'D017437': 4, 'D012871': 3, 'D012874': 2, 'D012876': 1, 'D010373': 0, 'D007239': 4, 'D010272': 3, 'D004478': 1}
D010378	{'D001523': 2, 'D010262': 1, 'D010378': 0}
D010381	{'D006425': 3, 'D006402': 2, 'D007960': 1, 'D010381': 0, 'D009358': 2, 'D030342': 1}
D010382	{'D002318': 2, 'D014652': 1, 'D010382': 0, 'D004066': 2, 'D008107': 1}
D010383	{'D009750': 6, 'D009748': 5, 'D044342': 4, 'D003677': 3, 'D001361': 2, 'D014804': 1, 'D010383': 0}
D010386	{'D009369': 2, 'D009371': 1, 'D010386': 0}
D010390	{'D005128': 2, 'D003229': 1, 'D010390': 0, 'D017437': 3, 'D012871': 2, 'D012872': 1}
D010391	{'D017437': 3, 'D012871': 2, 'D012872': 1, 'D010391': 0, 'D007154': 2, 'D001327': 1}
D010392	{'D017437': 3, 'D012871': 2, 'D012872': 1, 'D010392': 0, 'D007154': 2, 'D001327': 1}
D010411	{'D017437': 2, 'D003240': 1, 'D010411': 0, 'D000091642': 4, 'D000091662': 3, 'D005832': 2, 'D010409': 1, 'D052801': 3}
D010412	{'D009369': 4, 'D009371': 3, 'D014565': 2, 'D005834': 1, 'D010412': 0, 'D000091642': 3, 'D000091662': 3, 'D005832': 2, 'D010409': 1, 'D052801': 3}
D010437	{'D004066': 3, 'D005767': 2, 'D007410': 2, 'D004378': 1, 'D010437': 0, 'D013272': 1}
D010439	{'D004066': 4, 'D005767': 3, 'D007410': 3, 'D004378': 2, 'D010437': 1, 'D010439': 0, 'D013272': 2}
D010468	{'D013568': 4, 'D012816': 3, 'D009461': 2, 'D019954': 1, 'D010468': 0, 'D009422': 3, 'D001520': 2}
D010484	{'D009057': 4, 'D007571': 3, 'D010483': 2, 'D010485': 1, 'D010484': 0, 'D009059': 4, 'D010510': 3, 'D010518': 2}
D010488	{'D002318': 4, 'D014652': 3, 'D014657': 2, 'D001167': 1, 'D010488': 0, 'D056647': 1, 'D017437': 3, 'D012871': 2, 'D017445': 1}
D010489	{'D009140': 3, 'D007592': 2, 'D001168': 1, 'D010489': 0, 'D002062': 1}
D010490	{'D002318': 2, 'D006331': 1, 'D010490': 0}
D010492	{'D013514': 3, 'D013504': 2, 'D006348': 1, 'D010492': 0, 'D019616': 2}
D010493	{'D002318': 2, 'D006331': 1, 'D010493': 0}
D010494	{'D002318': 3, 'D006331': 2, 'D010493': 1, 'D010494': 0}
D010495	{'D002318': 3, 'D053821': 2, 'D014381': 1, 'D010495': 0, 'D006331': 2, 'D010493': 1, 'D007239': 3, 'D001423': 8, 'D001424': 7, 'D016908': 6, 'D000193': 5, 'D009164': 4, 'D014376': 3, 'D000092225': 2}
D010497	{'D009057': 4, 'D009059': 3, 'D010510': 2, 'D005882': 1, 'D010497': 0}
D010501	{'D000091642': 3, 'D005261': 4, 'D052776': 3, 'D014570': 2, 'D007674': 1, 'D010501': 0, 'D052801': 3}
D010505	{'D009358': 3, 'D030342': 2, 'D056660': 1, 'D010505': 0}
D010510	{'D009057': 2, 'D009059': 1, 'D010510': 0}
D010518	{'D009057': 3, 'D009059': 2, 'D010510': 1, 'D010518': 0}
D010522	{'D009140': 3, 'D001847': 2, 'D001850': 1, 'D010522': 0, 'D007239': 2}
D010524	{'D009369': 3, 'D009371': 2, 'D009423': 1, 'D010524': 0, 'D009422': 2, 'D009468': 2, 'D010523': 1}
D010530	{'D013812': 3, 'D017582': 2, 'D006435': 1, 'D010530': 0, 'D016060': 2}
D010532	{'D004066': 1, 'D010532': 0}
D010534	{'D009369': 3, 'D009371': 2, 'D000008': 1, 'D010534': 0, 'D004067': 1, 'D004066': 2, 'D010532': 1}
D010535	{'D003933': 4, 'D019937': 3, 'D003949': 2, 'D004724': 1, 'D010535': 0, 'D013514': 3, 'D019060': 2}
D010538	{'D007239': 2, 'D059413': 1, 'D010538': 0, 'D004066': 2, 'D010532': 1}
D010547	{'D009358': 2, 'D007232': 1, 'D010547': 0, 'D012140': 3, 'D008171': 2, 'D006976': 1}
D010554	{'D001523': 1, 'D010554': 0}
D010580	{'D009358': 3, 'D030342': 2, 'D009386': 1, 'D010580': 0, 'D017437': 6, 'D012871': 5, 'D010859': 4, 'D017495': 3, 'D008548': 2, 'D007911': 1, 'D009369': 2, 'D004066': 4, 'D005767': 3, 'D007410': 2, 'D044483': 1}
D010587	{'D002468': 2, 'D004705': 1, 'D010587': 0, 'D002943': 2, 'D001790': 1, 'D055633': 1, 'D007109': 2, 'D007113': 1}
D010591	{'D013568': 4, 'D010335': 3, 'D011183': 2, 'D010149': 1, 'D010591': 0, 'D012816': 4, 'D009461': 3, 'D019954': 2, 'D010468': 1, 'D010146': 2, 'D009422': 4, 'D001520': 3}
D010608	{'D010038': 1, 'D010608': 0, 'D009057': 1}
D010610	{'D010038': 2, 'D010039': 1, 'D010610': 0, 'D010608': 1, 'D009369': 4, 'D009371': 3, 'D006258': 2, 'D009057': 2}
D010612	{'D010038': 2, 'D010608': 1, 'D010612': 0, 'D007239': 2, 'D012141': 1, 'D012140': 2, 'D009057': 2}
D010661	{'D009358': 4, 'D030342': 3, 'D008661': 2, 'D000592': 1, 'D010661': 0, 'D020739': 1, 'D009750': 4, 'D008659': 3, 'D001928': 2, 'D009422': 5, 'D002493': 4, 'D001927': 3}
D010688	{'D000091642': 4, 'D000091662': 3, 'D005832': 2, 'D010409': 1, 'D010688': 0, 'D052801': 3}
D010689	{'D002318': 3, 'D014652': 2, 'D016491': 1, 'D010689': 0, 'D014657': 1}
D010698	{'D001523': 2, 'D001008': 1, 'D010698': 0}
D010760	{'D009750': 2, 'D008659': 1, 'D010760': 0}
D010787	{'D017437': 2, 'D012871': 1, 'D010787': 0}
D010789	{'D013812': 1, 'D010789': 0}
D010842	{'D013568': 3, 'D012816': 2, 'D012817': 1, 'D010842': 0, 'D001523': 2, 'D001068': 1}
D010845	{'D012140': 4, 'D012120': 3, 'D001049': 3, 'D012891': 2, 'D020181': 1, 'D010845': 0, 'D012131': 2, 'D007040': 1, 'D009422': 6, 'D012893': 5, 'D020920': 4, 'D020919': 3, 'D009750': 5, 'D009748': 4, 'D044343': 3, 'D050177': 2, 'D009765': 1}
D010854	{'D017437': 3, 'D012871': 2, 'D006201': 1, 'D010854': 0, 'D007239': 3, 'D001423': 2, 'D009181': 1}
D010855	{'D009140': 3, 'D007571': 2, 'D007569': 1, 'D010855': 0, 'D009139': 4, 'D019465': 3, 'D019767': 2, 'D009358': 5, 'D000013': 4, 'D018640': 3, 'D009057': 3}
D010859	{'D017437': 2, 'D012871': 1, 'D010859': 0, 'D013568': 2, 'D010335': 1}
D010863	{'D011579': 3, 'D011603': 2, 'D012018': 1, 'D010863': 0, 'D055687': 3, 'D009424': 2, 'D055827': 2, 'D012879': 1}
D010864	{'D009369': 2, 'D003560': 1, 'D010864': 0}
D010871	{'D009369': 4, 'D009370': 3, 'D009373': 3, 'D017599': 2, 'D018302': 1, 'D010871': 0, 'D009375': 2, 'D009380': 3, 'D009371': 4, 'D009423': 3, 'D016543': 2, 'D001932': 1, 'D009422': 4, 'D002493': 3, 'D001927': 2}
D010874	{'D017437': 4, 'D012871': 3, 'D012874': 2, 'D017192': 1, 'D010874': 0, 'D007239': 3, 'D001423': 3, 'D001424': 2, 'D016905': 2, 'D013145': 2, 'D014211': 1}
D010911	{'D004700': 2, 'D004701': 1, 'D010911': 0, 'D010900': 1, 'D009369': 3, 'D009371': 2, 'D009423': 5, 'D016543': 4, 'D001932': 3, 'D015173': 2, 'D007029': 1, 'D009422': 5, 'D002493': 4, 'D001927': 3, 'D007027': 2}
D010915	{'D017437': 3, 'D012871': 2, 'D017444': 1, 'D010915': 0}
D010921	{'D000091642': 4, 'D005261': 3, 'D011248': 2, 'D007744': 1, 'D010921': 0, 'D010922': 1}
D010922	{'D000091642': 3, 'D005261': 2, 'D011248': 1, 'D010922': 0}
D010923	{'D000091642': 4, 'D005261': 3, 'D011248': 2, 'D007744': 1, 'D010923': 0, 'D010922': 1}
D010927	{'D000091642': 4, 'D005261': 3, 'D011248': 2, 'D010922': 1, 'D010927': 0}
D010930	{'D007239': 2, 'D001423': 5, 'D001424': 4, 'D016905': 3, 'D004756': 2, 'D015009': 1, 'D010930': 0, 'D000079426': 1}
D010954	{'D007154': 3, 'D007160': 2, 'D008232': 1, 'D010954': 0, 'D009369': 3, 'D009370': 2, 'D054219': 1}
D010956	{'D013812': 2, 'D001781': 1, 'D010956': 0, 'D016060': 1, 'D013514': 2, 'D005112': 1}
D010958	{'D045762': 2, 'D004792': 1, 'D010958': 0, 'D000602': 4, 'D011506': 3, 'D001798': 3, 'D012712': 2, 'D001609': 1, 'D005916': 3, 'D011498': 2}
D010973	{'D002943': 2, 'D001790': 1, 'D006487': 2, 'D015539': 1, 'D010973': 0}
D010974	{'D002943': 3, 'D001790': 2, 'D018056': 1, 'D010974': 0, 'D006487': 2, 'D015539': 1}
D010976	{'D003933': 5, 'D019937': 4, 'D019411': 3, 'D003584': 3, 'D002452': 2, 'D001772': 1, 'D010976': 0, 'D006403': 2, 'D010979': 1, 'D008919': 4, 'D002468': 3, 'D002943': 3, 'D001790': 2}
D010978	{'D000602': 4, 'D010455': 5, 'D036341': 4, 'D016207': 3, 'D018925': 2, 'D019743': 1, 'D010978': 0, 'D011506': 3, 'D001798': 2, 'D001779': 1, 'D001685': 2, 'D002630': 3, 'D018836': 3}
D010985	{'D009140': 3, 'D001847': 2, 'D001848': 1, 'D010985': 0, 'D013122': 1, 'D009139': 2, 'D019465': 1, 'D009358': 4, 'D000013': 3}
D010995	{'D012140': 1, 'D010995': 0}
D010996	{'D012140': 2, 'D010995': 1, 'D010996': 0}
D010997	{'D009369': 4, 'D009371': 3, 'D013899': 2, 'D012142': 1, 'D010997': 0, 'D012140': 2, 'D010995': 1}
D010998	{'D007239': 2, 'D012141': 1, 'D010998': 0, 'D012140': 2, 'D010995': 1}
D011000	{'D007239': 6, 'D014777': 5, 'D012327': 4, 'D010850': 3, 'D004769': 2, 'D003384': 1, 'D011000': 0}
D011004	{'D004066': 5, 'D005767': 4, 'D004935': 3, 'D003680': 2, 'D015154': 1, 'D011004': 0}
D011006	{'D004066': 3, 'D005767': 2, 'D007410': 1, 'D011006': 0}
D011007	{'D014947': 4, 'D020196': 3, 'D006259': 2, 'D001930': 1, 'D011007': 0, 'D009422': 2, 'D002493': 1, 'D001927': 2}
D011008	{'D007239': 5, 'D001423': 4, 'D001424': 3, 'D016908': 2, 'D013290': 1, 'D011008': 0}
D011009	{'D009784': 1, 'D011009': 0, 'D012140': 3, 'D008171': 2, 'D017563': 1, 'D055370': 1}
D011013	{'D013514': 1, 'D011013': 0, 'D019616': 2, 'D013510': 1}
D011014	{'D007239': 2, 'D012141': 1, 'D011014': 0, 'D012140': 2, 'D008171': 1}
D011015	{'D007239': 3, 'D012141': 2, 'D011014': 1, 'D011015': 0, 'D012140': 3, 'D008171': 2}
D011017	{'D012140': 4, 'D008171': 3, 'D011014': 2, 'D011015': 1, 'D011017': 0, 'D012141': 3, 'D007239': 4}
D011018	{'D007239': 4, 'D001423': 3, 'D001424': 2, 'D016908': 3, 'D013290': 2, 'D011008': 1, 'D011018': 0, 'D018410': 1, 'D012141': 3, 'D011014': 2, 'D012140': 4, 'D008171': 3}
D011019	{'D007239': 4, 'D001423': 3, 'D001424': 2, 'D016905': 3, 'D009180': 2, 'D009175': 1, 'D011019': 0, 'D018410': 1, 'D012141': 3, 'D011014': 2, 'D012140': 4, 'D008171': 3}
D011020	{'D007239': 3, 'D001423': 3, 'D009181': 2, 'D008172': 1, 'D011020': 0, 'D016720': 1, 'D012141': 2, 'D011014': 1, 'D012140': 3, 'D008171': 2}
D011023	{'D007239': 4, 'D001423': 3, 'D001424': 2, 'D016908': 2, 'D013203': 1, 'D011023': 0, 'D018410': 1, 'D012141': 3, 'D011014': 2, 'D012140': 4, 'D008171': 3}
D011024	{'D007239': 2, 'D012141': 2, 'D011014': 1, 'D011024': 0, 'D014777': 1, 'D012140': 3, 'D008171': 2}
D011026	{'D002318': 2, 'D006331': 1, 'D011026': 0}
D011027	{'D004066': 2, 'D010532': 1, 'D011027': 0}
D011030	{'D012140': 2, 'D010995': 1, 'D011030': 0}
D011038	{'D009358': 2, 'D000013': 2, 'D012868': 1, 'D011038': 0, 'D030342': 2, 'D012873': 1, 'D007232': 1, 'D017437': 3, 'D012871': 2, 'D009750': 3, 'D008659': 2, 'D049914': 1}
D011041	{'D064419': 1, 'D011041': 0}
D011045	{'D009140': 4, 'D001847': 5, 'D001848': 4, 'D004413': 3, 'D013580': 2, 'D013576': 1, 'D011045': 0, 'D009139': 3, 'D017880': 2, 'D009358': 5, 'D000013': 4}
D011051	{'D007239': 3, 'D002494': 2, 'D009187': 1, 'D011051': 0, 'D014777': 4, 'D012327': 3, 'D010850': 2, 'D004769': 1, 'D009422': 2, 'D002493': 3, 'D013118': 2, 'D009468': 1, 'D000090862': 2}
D011052	{'D009422': 3, 'D002493': 4, 'D002494': 3, 'D009187': 2, 'D011051': 1, 'D011052': 0, 'D013118': 3, 'D009468': 2, 'D000090862': 3, 'D007239': 4, 'D014777': 5, 'D012327': 4, 'D010850': 3, 'D004769': 2}
D011086	{'D006425': 2, 'D006402': 1, 'D011086': 0}
D011087	{'D006425': 4, 'D006402': 3, 'D001855': 2, 'D019046': 1, 'D011087': 0, 'D009196': 1, 'D019337': 2, 'D009369': 4, 'D009371': 3}
D011111	{'D009140': 2, 'D009135': 1, 'D011111': 0, 'D012216': 1, 'D017437': 3, 'D003240': 2}
D011115	{'D009422': 3, 'D009468': 2, 'D010523': 1, 'D011115': 0}
D011125	{'D009358': 3, 'D030342': 2, 'D009386': 1, 'D011125': 0, 'D009369': 2, 'D009370': 4, 'D009375': 3, 'D000236': 2, 'D018256': 1, 'D009371': 5, 'D004067': 4, 'D005770': 3, 'D007414': 2, 'D015179': 1, 'D004066': 4, 'D005767': 3, 'D007410': 2, 'D003108': 2, 'D044483': 1}
D011127	{'D013568': 2, 'D020763': 1, 'D011127': 0}
D011141	{'D013568': 3, 'D012816': 2, 'D020924': 1, 'D011141': 0, 'D000091642': 3, 'D005261': 4, 'D052776': 3, 'D014570': 2, 'D014555': 1, 'D052801': 3}
D011146	{'D017437': 3, 'D012871': 2, 'D003872': 2, 'D004485': 1, 'D011146': 0, 'D017443': 2, 'D012872': 1}
D011164	{'D009750': 2, 'D008659': 1, 'D011164': 0}
D011178	{'D013568': 3, 'D010335': 2, 'D011183': 1, 'D011178': 0, 'D004066': 3, 'D005767': 2, 'D013272': 1}
D011182	{'D013812': 3, 'D005791': 2, 'D019990': 1, 'D011182': 0, 'D013514': 2, 'D005159': 4, 'D006296': 3}
D011183	{'D013568': 2, 'D010335': 1, 'D011183': 0}
D011185	{'D002318': 2, 'D006331': 1, 'D011185': 0, 'D013568': 3, 'D010335': 2, 'D011183': 1}
D011186	{'D002318': 3, 'D014652': 2, 'D016491': 2, 'D010689': 1, 'D011186': 0, 'D014689': 1}
D011203	{'D012942': 3, 'D012961': 2, 'D012940': 1, 'D011203': 0, 'D066252': 2, 'D012959': 1, 'D011154': 2}
D011213	{'D007239': 3, 'D014777': 2, 'D004266': 1, 'D011213': 0}
D011218	{'D009358': 3, 'D000013': 2, 'D000015': 1, 'D011218': 0, 'D025063': 1, 'D030342': 2, 'D009422': 4, 'D009461': 3, 'D019954': 2, 'D008607': 1, 'D009750': 5, 'D009748': 4, 'D044343': 3, 'D050177': 2, 'D009765': 1}
D011225	{'D000091642': 4, 'D005261': 3, 'D011248': 2, 'D046110': 1, 'D011225': 0}
D011228	{'D000602': 4, 'D011506': 3, 'D000418': 2, 'D012709': 1, 'D011228': 0, 'D001798': 2}
D011229	{'D000760': 1, 'D011229': 0, 'D013514': 3, 'D019990': 2, 'D011300': 1, 'D013812': 4, 'D005791': 3, 'D005159': 5, 'D006296': 4}
D011247	{'D012101': 3, 'D055703': 2, 'D012098': 1, 'D011247': 0}
D011248	{'D000091642': 2, 'D005261': 1, 'D011248': 0}
D011258	{'D003933': 3, 'D019937': 2, 'D019411': 1, 'D011258': 0, 'D003944': 1, 'D008919': 2}
D011271	{'D000091642': 3, 'D005261': 2, 'D011248': 1, 'D011271': 0}
